1.643																		
1.469	1.283																	
1.665	1.502	0.541																
1.449	2.211	1.683	2.036															
1.334	0.717	1.081	1.190	2.168														
1.405	1.112	1.290	0.411	2.002	0.513													
1.016	1.938	1.045	1.561	1.972	1.669	1.922												
1.740	1.167	0.840	1.162	2.155	0.925	1.184	1.722											
1.549	2.161	1.953	2.311	2.009	1.918	2.170	2.392	2.269										
1.617	1.862	2.175	2.240	1.699	1.767	1.936	2.279	1.705	0.453									
1.474	0.169	0.965	1.214	1.998	0.716	0.775	1.688	1.295	2.037	1.981								
1.411	1.493	1.680	2.144	1.855	1.216	1.829	1.902	1.251	0.586	0.335	1.566							
1.895	1.890	1.932	2.342	1.860	2.300	2.134	2.185	1.686	1.038	0.746	2.045	1.040						
1.624	1.909	1.770	1.593	2.408	1.610	1.262	1.637	1.724	1.841	2.193	1.484	1.763	2.276					
0.748	1.451	0.865	1.233	1.455	1.001	1.260	1.046	1.354	1.821	1.975	1.296	1.726	1.842	1.543				
1.127	1.611	0.971	1.318	1.411	1.485	1.391	1.657	1.629	1.366	1.484	1.304	1.344	1.609	1.351	0.569			
1.950	1.913	2.487	2.549	2.711	1.760	2.073	1.885	2.274	1.951	1.703	1.960	1.784	0.689	2.057	2.350	2.266		
1.774	1.436	1.850	1.760	2.160	1.398	1.825	1.992	0.570	1.269	1.179	1.567	1.094	0.000	2.190	1.630	1.555	0.279	
1.113	1.919	1.986	2.146	1.612	1.997	1.976	2.189	2.258	0.006	0.712	1.885	0.822	1.198	2.016	1.586	1.070	2.206	1.433
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

max-blo45sij
