1.230																		
1.096	1.465																	
0.945	1.314	0.813																
1.547	1.479	1.249	1.544															
0.859	0.478	1.166	1.146	1.478														
1.134	1.280	1.167	0.897	0.910	0.716													
1.127	1.463	0.994	1.213	1.808	1.443	1.436												
1.440	1.301	1.188	1.536	2.046	1.073	1.029	1.546											
1.122	1.651	1.085	1.829	1.379	1.380	1.687	1.264	1.483										
1.334	1.520	1.349	1.256	1.095	1.367	1.217	1.456	1.314	0.701									
1.085	0.764	0.973	1.073	1.670	1.072	0.551	1.235	1.472	1.420	1.372								
0.933	1.098	1.102	1.587	1.526	1.234	1.193	1.386	0.618	0.881	0.597	0.645							
1.342	1.208	1.237	2.123	1.555	1.736	1.822	1.631	1.706	0.960	0.632	1.277	1.376						
1.238	1.306	1.643	1.199	1.718	1.079	0.894	1.145	0.858	1.608	1.596	0.908	1.831	1.904					
0.846	1.147	1.013	1.064	1.413	1.212	1.131	0.951	1.195	1.199	1.388	0.942	1.530	1.170	1.281				
0.875	1.572	0.826	1.160	1.473	1.125	1.410	1.351	1.526	1.063	0.978	1.230	1.118	1.485	1.087	0.640			
1.948	1.139	2.400	1.869	1.348	1.302	1.203	0.803	2.006	1.705	1.355	1.415	1.599	0.779	1.656	1.691	1.950		
1.888	0.945	1.929	1.309	2.258	1.273	1.499	1.698	1.048	1.178	0.534	1.324	1.152	0.425	1.465	1.464	1.256	0.000	
0.847	1.333	1.382	1.421	1.505	1.652	1.656	1.549	1.699	0.272	0.744	1.444	0.943	0.900	1.746	1.262	0.825	1.621	0.940
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

max-blo30sij
