2.176																		
2.235	1.690																	
2.346	2.273	0.834																
1.674	3.164	2.800	3.200															
1.872	0.978	1.469	1.626	2.921														
1.902	1.527	1.604	0.714	3.276	0.542													
1.390	2.622	1.681	2.126	2.720	2.362	2.525												
2.282	1.595	1.180	2.029	2.964	1.246	1.528	2.490											
2.131	2.965	3.078	3.030	2.083	2.854	3.067	3.332	3.085										
2.202	2.547	3.159	3.272	2.108	2.537	2.893	3.283	2.863	0.709									
1.837	0.415	1.559	1.821	2.988	0.833	1.082	2.234	1.830	2.805	2.693								
1.937	2.153	2.545	2.999	2.180	1.680	2.469	2.808	2.245	0.906	0.474	2.147							
2.575	2.863	2.967	3.212	2.657	3.052	3.066	3.023	2.087	1.550	1.262	3.009	1.463						
1.877	2.524	2.470	2.210	2.867	2.111	2.028	2.536	2.550	2.848	2.900	1.976	2.708	3.268					
0.912	1.852	1.169	1.600	1.907	1.520	1.543	1.616	1.910	2.644	2.691	1.571	2.210	2.654	1.874				
1.492	2.031	1.493	1.995	1.903	1.807	1.901	2.257	2.313	1.828	2.068	1.804	1.803	2.523	2.007	0.779			
2.733	2.809	3.318	3.577	2.622	2.443	2.887	2.715	2.641	2.760	2.286	2.948	2.182	1.011	3.297	2.846	2.684		
2.352	2.317	2.511	3.002	2.673	2.180	2.480	2.990	0.623	2.135	2.001	2.380	1.967	0.000	2.930	2.313	2.273	0.393	
1.564	2.721	2.908	3.041	1.873	2.569	2.691	3.039	3.028	0.196	1.075	2.601	1.126	1.894	2.644	2.293	1.497	2.887	2.073
Ala	Arg	Asn	Asp	Cys	Gln	Glu	Gly	His	Ile	Leu	Lys	Met	Phe	Pro	Ser	Thr	Trp	Tyr

max-blo62sij
